Incident_Number,Area_Occ,Rpt_Dist,Dispatch_Date,Dispatch_Time,Call_Type_Code,Call_Type_Text
PD21010700001232,Mission,1913,01/07/2021 12:00:00 AM,09:46:37,620D,DOM VIOL
PD21022000002061,Southeast,1802,02/20/2021 12:00:00 AM,12:07:41,620D,DOM VIOL
PD21032800003997,Devonshire,1775,03/28/2021 12:00:00 AM,21:21:39,242D,DOM VIOL
PD21030500003837,Pacific,1464,03/05/2021 12:00:00 AM,18:35:34,620D,DOM VIOL
PD21060400004864,West Valley,1018,06/04/2021 12:00:00 AM,23:09:53,242D,DOM VIOL
PD21021500001286,Harbor,0503,02/15/2021 12:00:00 AM,09:19:40,242DI,DOM VIOL INVESTIGATI
PD21060500002059,Topanga,2146,06/05/2021 12:00:00 AM,12:48:15,242D,DOM VIOL
PD21032800000642,Topanga,2187,03/28/2021 12:00:00 AM,02:50:00,245D,DOM VIOL
PD21060500000791,Northeast,1129,06/05/2021 12:00:00 AM,05:27:38,620D,DOM VIOL
PD21051100003517,Rampart,0237,05/11/2021 12:00:00 AM,17:26:04,620D,DOM VIOL
PD21012700002655,77th Street,1218,01/27/2021 12:00:00 AM,14:13:25,242D,DOM VIOL
PD21012000002231,77th Street,1245,01/20/2021 12:00:00 AM,12:39:36,242D,DOM VIOL
PD21051700002723,Mission,1913,05/17/2021 12:00:00 AM,14:31:22,620D,DOM VIOL
PD21042700004649,77th Street,1232,04/27/2021 12:00:00 AM,20:51:26,242DI,DOM VIOL INVESTIGATI
PD21021800002654,Mission,1902,02/18/2021 12:00:00 AM,13:19:25,620D,DOM VIOL
PD21052500003017,Hollenbeck,0453,05/25/2021 12:00:00 AM,16:04:07,242DJ,DOM VIOL J/O
PD21051200003369,Northeast,1147,05/12/2021 12:00:00 AM,16:24:13,620D,DOM VIOL
PD21050200002043,Southwest,0376,05/02/2021 12:00:00 AM,12:15:44,242D,DOM VIOL
PD21012700005237,Olympic,2058,01/27/2021 12:00:00 AM,23:15:28,242D,DOM VIOL
PD21042000001835,Olympic,2044,04/20/2021 12:00:00 AM,12:02:09,242D,DOM VIOL
PD21041100003694,Southeast,1801,04/11/2021 12:00:00 AM,19:31:15,242DS,DOM VIOL SUSP
PD21013100002648,Southeast,1831,01/31/2021 12:00:00 AM,15:45:11,242D,DOM VIOL
PD21020800004423,Van Nuys,0935,02/08/2021 12:00:00 AM,21:18:44,242D,DOM VIOL
PD21041100005134,77th Street,1215,04/11/2021 12:00:00 AM,23:40:41,620D,DOM VIOL
PD21052000000202,Southeast,1834,05/20/2021 12:00:00 AM,01:21:22,242D,DOM VIOL
PD21042500000776,Central,0128,04/25/2021 12:00:00 AM,04:06:24,242D,DOM VIOL
PD21050600002456,Hollenbeck,0473,05/06/2021 12:00:00 AM,12:16:47,620DR,DOM VIOL R/O
PD21012300003144,Hollywood,0646,01/23/2021 12:00:00 AM,18:37:35,242D,DOM VIOL
PD21010600000571,Hollenbeck,0424,01/06/2021 12:00:00 AM,06:11:22,242D,DOM VIOL
PD21020400004738,Newton,1331,02/04/2021 12:00:00 AM,20:49:18,620D,DOM VIOL
PD21060700000545,Olympic,2071,06/07/2021 12:00:00 AM,03:16:30,620D,DOM VIOL
PD21052500004219,Rampart,0245,05/25/2021 12:00:00 AM,20:41:17,242DI,DOM VIOL INVESTIGATI
PD21012700004171,Harbor,0523,01/27/2021 12:00:00 AM,19:40:31,242DI,DOM VIOL INVESTIGATI
PD21053100005191,Hollenbeck,0406,05/31/2021 12:00:00 AM,23:28:15,620D,DOM VIOL
PD21031500003086,Foothill,1602,03/15/2021 12:00:00 AM,16:51:03,620DR,DOM VIOL R/O
PD21052600000959,77th Street,1233,05/26/2021 12:00:00 AM,07:30:38,620DR,DOM VIOL R/O
PD21040300000522,Central,0166,04/03/2021 12:00:00 AM,03:00:31,620D,DOM VIOL
PD21052800000100,N Hollywood,1527,05/28/2021 12:00:00 AM,00:27:56,242D,DOM VIOL
PD21052700005413,Mission,1985,05/27/2021 12:00:00 AM,23:33:33,242D,DOM VIOL
PD21021600003382,Northeast,1101,02/16/2021 12:00:00 AM,15:52:11,242D,DOM VIOL
PD21021800000626,77th Street,1218,02/18/2021 12:00:00 AM,05:39:59,620D,DOM VIOL
PD21012100003839,Southeast,1844,01/21/2021 12:00:00 AM,17:24:40,242D,DOM VIOL
PD21030100004869,Rampart,0245,03/01/2021 12:00:00 AM,23:01:38,242D,DOM VIOL
PD21010800000440,Northeast,1161,01/08/2021 12:00:00 AM,04:03:40,620D,DOM VIOL
PD21040400000317,Olympic,2029,04/04/2021 12:00:00 AM,01:16:35,245PD,ADW POSS DOM VIOL
PD21012200000027,Harbor,0587,01/22/2021 12:00:00 AM,00:11:12,242D,DOM VIOL
PD21050200000897,Topanga,2104,05/02/2021 12:00:00 AM,04:44:00,620D,DOM VIOL
PD21050900000653,Wilshire,0735,05/09/2021 12:00:00 AM,02:32:31,620DR,DOM VIOL R/O
PD21051600001642,77th Street,1252,05/16/2021 12:00:00 AM,10:25:47,620D,DOM VIOL
PD21030500003842,Harbor,0566,03/05/2021 12:00:00 AM,18:41:02,620D,DOM VIOL
PD21060100004719,N Hollywood,1503,06/01/2021 12:00:00 AM,21:29:37,620D,DOM VIOL
PD21031100003889,Devonshire,1765,03/11/2021 12:00:00 AM,19:44:59,242D,DOM VIOL
PD21031200004953,Pacific,1468,03/12/2021 12:00:00 AM,23:09:08,242D,DOM VIOL
PD21051600004417,Wilshire,0765,05/16/2021 12:00:00 AM,21:39:05,620D,DOM VIOL
PD21021200000476,77th Street,1248,02/12/2021 12:00:00 AM,03:19:24,245DI,DOM VIOL INVEST
PD21030800002295,Central,0142,03/08/2021 12:00:00 AM,14:23:28,242DI,DOM VIOL INVESTIGATI
PD21051700003190,Foothill,1658,05/17/2021 12:00:00 AM,16:27:43,242DS,DOM VIOL SUSP
PD21021500000474,77th Street,1241,02/15/2021 12:00:00 AM,03:06:33,242PD,POSS DOM VIOL
PD21011300002255,Southwest,0317,01/13/2021 12:00:00 AM,13:14:59,620D,DOM VIOL
PD21041900002173,N Hollywood,1548,04/19/2021 12:00:00 AM,12:44:37,242DX,BATTERY DOMESTIC VIO
PD21060500003207,Southwest,0312,06/05/2021 12:00:00 AM,19:07:14,245D,DOM VIOL
PD21050400001426,Foothill,1651,05/04/2021 12:00:00 AM,09:33:17,242DX,BATTERY DOMESTIC VIO
PD21051100004762,Newton,1364,05/11/2021 12:00:00 AM,21:13:47,242D,DOM VIOL
PD21031800004856,77th Street,1211,03/18/2021 12:00:00 AM,20:54:56,620D,DOM VIOL
PD21012400000618,Northeast,1184,01/24/2021 12:00:00 AM,03:31:11,242D,DOM VIOL
PD21052200001666,Newton,1346,05/22/2021 12:00:00 AM,11:13:19,620D,DOM VIOL
PD21041400003779,Topanga,2134,04/14/2021 12:00:00 AM,17:27:41,245D,DOM VIOL
PD21041700001729,Hollywood,0632,04/17/2021 12:00:00 AM,11:31:59,620D,DOM VIOL
PD21040600005091,Southwest,0376,04/06/2021 12:00:00 AM,22:49:39,242D,DOM VIOL
PD21020800004373,77th Street,1245,02/08/2021 12:00:00 AM,21:08:02,242D,DOM VIOL
PD21011600001613,Pacific,1446,01/16/2021 12:00:00 AM,11:55:56,620D,DOM VIOL
PD21041400004478,N Hollywood,1538,04/14/2021 12:00:00 AM,20:00:57,245D,DOM VIOL
PD21013100004435,Rampart,0256,01/31/2021 12:00:00 AM,22:03:19,242DS,DOM VIOL SUSP
PD21041700000714,Olympic,2034,04/17/2021 12:00:00 AM,04:16:02,242DX,BATTERY DOMESTIC VIO
PD21020400004115,Foothill,1645,02/04/2021 12:00:00 AM,18:37:44,620DR,DOM VIOL R/O
PD21012300001683,Newton,1365,01/23/2021 12:00:00 AM,11:45:23,620DR,DOM VIOL R/O
PD21040800001415,Southeast,1844,04/08/2021 12:00:00 AM,09:38:32,620DR,DOM VIOL R/O
PD21031900003828,Southwest,0363,03/19/2021 12:00:00 AM,19:00:24,620D,DOM VIOL
PD21052400003419,Southeast,1832,05/24/2021 12:00:00 AM,17:04:53,620DR,DOM VIOL R/O
PD21032700001598,Foothill,1698,03/27/2021 12:00:00 AM,11:43:33,620D,DOM VIOL
PD21021700005245,Devonshire,1791,02/17/2021 12:00:00 AM,21:57:09,242DI,DOM VIOL INVESTIGATI
PD21012400004546,77th Street,1263,01/24/2021 12:00:00 AM,22:52:27,620D,DOM VIOL
PD21021900001590,Pacific,1432,02/19/2021 12:00:00 AM,10:55:12,242DI,DOM VIOL INVESTIGATI
PD21011800002412,Van Nuys,0914,01/18/2021 12:00:00 AM,14:19:22,242D,DOM VIOL
PD21050400000507,N Hollywood,1513,05/04/2021 12:00:00 AM,04:05:21,242D,DOM VIOL
PD21010800004348,77th Street,1266,01/08/2021 12:00:00 AM,22:17:34,242D,DOM VIOL
PD21042200000438,Foothill,1622,04/22/2021 12:00:00 AM,03:16:24,620DR,DOM VIOL R/O
PD21042200000456,Central,0165,04/22/2021 12:00:00 AM,03:30:22,620D,DOM VIOL
PD21051900005392,Topanga,2175,05/19/2021 12:00:00 AM,23:05:16,242D,DOM VIOL
PD21030700000208,77th Street,1232,03/07/2021 12:00:00 AM,00:59:42,620D,DOM VIOL
PD21030400004510,Northeast,1172,03/04/2021 12:00:00 AM,20:11:45,245D,DOM VIOL
PD21013100001130,Central,0147,01/31/2021 12:00:00 AM,08:10:27,245DSN,DOM VIOL SUSP NOW
PD21031800001066,Southwest,0362,03/18/2021 12:00:00 AM,08:12:09,620DR,DOM VIOL R/O
PD21041800000378,Newton,1352,04/18/2021 12:00:00 AM,01:27:39,245DS,DOM VIOL SUSP
PD21011600001577,Devonshire,1782,01/16/2021 12:00:00 AM,11:09:44,620D,DOM VIOL
PD21030800001239,Van Nuys,0929,03/08/2021 12:00:00 AM,09:04:26,245D,DOM VIOL
PD21021400002835,Pacific,1485,02/14/2021 12:00:00 AM,16:01:26,620D,DOM VIOL
PD21031300001675,Topanga,2114,03/13/2021 12:00:00 AM,11:34:46,620D,DOM VIOL
PD21022400005532,Topanga,2138,02/24/2021 12:00:00 AM,22:21:00,620D,DOM VIOL
PD21033000004832,Wilshire,0774,03/30/2021 12:00:00 AM,21:46:00,242D,DOM VIOL
PD21052100000360,77th Street,1253,05/21/2021 12:00:00 AM,02:18:41,242D,DOM VIOL
PD21021300001800,Wilshire,0734,02/13/2021 12:00:00 AM,11:47:43,620D,DOM VIOL
PD21060300001788,77th Street,1268,06/03/2021 12:00:00 AM,11:04:50,620D,DOM VIOL
PD21050200002774,Olympic,2044,05/02/2021 12:00:00 AM,15:38:25,620D,DOM VIOL
PD21030500004067,Olympic,2034,03/05/2021 12:00:00 AM,19:25:44,242D,DOM VIOL
PD21031200004542,Topanga,2177,03/12/2021 12:00:00 AM,21:57:18,242DI,DOM VIOL INVESTIGATI
PD21020800001457,Olympic,2093,02/08/2021 12:00:00 AM,09:54:34,242D,DOM VIOL
PD21050300003164,Newton,1352,05/03/2021 12:00:00 AM,16:16:30,620D,DOM VIOL
PD21020600003037,77th Street,1215,02/06/2021 12:00:00 AM,17:17:16,242HD,CITZ HLDG DOM VIOL
PD21042700004886,Mission,1984,04/27/2021 12:00:00 AM,21:56:07,620D,DOM VIOL
PD21040300001799,Foothill,1622,04/03/2021 12:00:00 AM,11:47:01,245D,DOM VIOL
PD21022400000307,N Hollywood,1535,02/24/2021 12:00:00 AM,01:43:49,245D,DOM VIOL
PD21021700001492,Hollenbeck,0473,02/17/2021 12:00:00 AM,10:06:26,242DI,DOM VIOL INVESTIGATI
PD21031900000282,Southeast,1862,03/19/2021 12:00:00 AM,01:37:17,620DR,DOM VIOL R/O
PD21042400001397,Southwest,0336,04/24/2021 12:00:00 AM,09:32:31,620D,DOM VIOL
PD21031700004166,Rampart,0231,03/17/2021 12:00:00 AM,18:38:06,245D,DOM VIOL
PD21041200003290,Devonshire,1787,04/12/2021 12:00:00 AM,18:06:49,620D,DOM VIOL
PD21030600001181,Olympic,2024,03/06/2021 12:00:00 AM,08:27:15,242D,DOM VIOL
PD21032600004228,Harbor,0526,03/26/2021 12:00:00 AM,23:57:26,620DR,DOM VIOL R/O
PD21020900004501,77th Street,1213,02/09/2021 12:00:00 AM,20:58:41,242D,DOM VIOL
PD21060700002321,Southeast,1803,06/07/2021 12:00:00 AM,12:44:56,620DR,DOM VIOL R/O
PD21022700005258,Mission,1944,02/27/2021 12:00:00 AM,23:35:31,242D,DOM VIOL
PD21021800000109,Rampart,0247,02/18/2021 12:00:00 AM,00:35:54,242D,DOM VIOL
PD21031400000397,N Hollywood,1519,03/14/2021 12:00:00 AM,01:49:39,242DS,DOM VIOL SUSP
PD21042500000502,Rampart,0241,04/25/2021 12:00:00 AM,02:01:31,242D,DOM VIOL
PD21060700005150,West LA,0882,06/08/2021 12:00:00 AM,00:30:50,242DI,DOM VIOL INVESTIGATI
PD21022300000462,Rampart,0233,02/23/2021 12:00:00 AM,03:43:58,620D,DOM VIOL
PD21021400003223,Hollenbeck,0487,02/14/2021 12:00:00 AM,17:29:36,620DR,DOM VIOL R/O
PD21050500000136,Olympic,2062,05/05/2021 12:00:00 AM,00:43:54,242D,DOM VIOL
PD21013000004141,Mission,1936,01/30/2021 12:00:00 AM,20:28:15,245D,DOM VIOL
PD21032900004231,N Hollywood,1547,03/29/2021 12:00:00 AM,19:52:36,242DI,DOM VIOL INVESTIGATI
PD21020200001433,Van Nuys,0905,02/02/2021 12:00:00 AM,09:41:15,620D,DOM VIOL
PD21022300004664,Newton,1354,02/23/2021 12:00:00 AM,20:08:48,620D,DOM VIOL
PD21020300002563,Hollywood,0659,02/03/2021 12:00:00 AM,12:57:15,242DS,DOM VIOL SUSP
PD21012300001558,Wilshire,0713,01/23/2021 12:00:00 AM,11:05:28,620DR,DOM VIOL R/O
PD21041900001028,Southeast,1862,04/19/2021 12:00:00 AM,08:00:46,242D,DOM VIOL
PD21021400000589,Newton,1322,02/14/2021 12:00:00 AM,03:00:47,242D,DOM VIOL
PD21031400004317,Pacific,1456,03/14/2021 12:00:00 AM,22:02:58,620D,DOM VIOL
PD21022700004020,West LA,0849,02/27/2021 12:00:00 AM,19:44:45,620D,DOM VIOL
PD21050600005160,77th Street,1265,05/06/2021 12:00:00 AM,22:29:21,620DR,DOM VIOL R/O
PD21021900002949,Southwest,0392,02/19/2021 12:00:00 AM,15:17:33,620D,DOM VIOL
PD21040500000119,77th Street,1245,04/05/2021 12:00:00 AM,00:35:00,242D,DOM VIOL
PD21011600000118,Newton,1317,01/16/2021 12:00:00 AM,00:27:15,242DJ,DOM VIOL J/O
PD21041000000165,Newton,1385,04/10/2021 12:00:00 AM,00:46:22,242D,DOM VIOL
PD21050900001313,Olympic,2049,05/09/2021 12:00:00 AM,08:23:15,620D,DOM VIOL
PD21010200000772,N Hollywood,1583,01/02/2021 12:00:00 AM,06:59:30,242D,DOM VIOL
PD21032000001143,Pacific,1406,03/20/2021 12:00:00 AM,08:03:39,620DR,DOM VIOL R/O
PD21060100000038,Foothill,1654,06/01/2021 12:00:00 AM,00:13:19,620D,DOM VIOL
PD21050800000702,Foothill,1642,05/08/2021 12:00:00 AM,03:29:44,242D,DOM VIOL
PD21041800000726,Southeast,1831,04/18/2021 12:00:00 AM,03:36:18,242D,DOM VIOL
PD21041100003635,Central,0154,04/11/2021 12:00:00 AM,19:02:44,242D,DOM VIOL
PD21031000002275,Olympic,2076,03/10/2021 12:00:00 AM,12:42:51,242DX,BATTERY DOMESTIC VIO
PD21041200000349,Hollywood,0645,04/12/2021 12:00:00 AM,01:46:47,242D,DOM VIOL
PD21050100004503,Southwest,0363,05/01/2021 12:00:00 AM,21:55:50,242PD,POSS DOM VIOL
PD21012100005766,N Hollywood,1531,01/21/2021 12:00:00 AM,23:50:20,242D,DOM VIOL
PD21051700003001,Topanga,2187,05/17/2021 12:00:00 AM,15:38:16,620DR,DOM VIOL R/O
PD21041700003147,Southwest,0305,04/17/2021 12:00:00 AM,17:13:02,245D,DOM VIOL
PD21052600005266,N Hollywood,1548,05/26/2021 12:00:00 AM,23:48:11,620D,DOM VIOL
PD21042600002471,Devonshire,1752,04/26/2021 12:00:00 AM,13:45:14,620D,DOM VIOL
PD21021500004834,Newton,1353,02/15/2021 12:00:00 AM,23:36:01,242DS,DOM VIOL SUSP
PD21042500000201,Newton,1351,04/25/2021 12:00:00 AM,00:44:32,245DSN,DOM VIOL SUSP NOW
PD21051600003264,Southwest,0361,05/16/2021 12:00:00 AM,17:20:34,620DR,DOM VIOL R/O
PD21050400000521,Rampart,0275,05/04/2021 12:00:00 AM,04:08:33,620DR,DOM VIOL R/O
PD21032000000345,Newton,1307,03/20/2021 12:00:00 AM,01:40:37,242D,DOM VIOL
PD21031300003711,N Hollywood,1555,03/13/2021 12:00:00 AM,20:09:44,242D,DOM VIOL
PD21022600004318,Rampart,0201,02/26/2021 12:00:00 AM,20:31:02,620D,DOM VIOL
PD21052500004738,N Hollywood,1532,05/25/2021 12:00:00 AM,23:07:57,620D,DOM VIOL
PD21051100004715,Newton,1353,05/11/2021 12:00:00 AM,21:02:48,242DX,BATTERY DOMESTIC VIO
PD21012400000597,77th Street,1266,01/24/2021 12:00:00 AM,03:20:49,620DR,DOM VIOL R/O
PD21042900003082,Devonshire,1797,04/29/2021 12:00:00 AM,15:58:41,620D,DOM VIOL
PD21010700000163,Hollywood,0615,01/07/2021 12:00:00 AM,01:10:31,620D,DOM VIOL
PD21021600001888,Mission,1991,02/16/2021 12:00:00 AM,11:15:27,620D,DOM VIOL
PD21032700001820,Rampart,0257,03/27/2021 12:00:00 AM,13:29:24,242DI,DOM VIOL INVESTIGATI
PD21060200003196,Southwest,0375,06/02/2021 12:00:00 AM,16:37:11,620D,DOM VIOL
PD21021900002897,N Hollywood,1557,02/19/2021 12:00:00 AM,15:05:00,620DR,DOM VIOL R/O
PD21030100004608,Van Nuys,0935,03/01/2021 12:00:00 AM,21:51:43,620DR,DOM VIOL R/O
PD21022800000476,Rampart,0238,02/28/2021 12:00:00 AM,02:02:27,245PD,ADW POSS DOM VIOL
PD21041400000424,Newton,1307,04/14/2021 12:00:00 AM,02:48:51,242D,DOM VIOL
PD21031600003135,Central,0119,03/16/2021 12:00:00 AM,15:49:09,242AD,AMB DOM VIOL
PD21012900001520,Southeast,1842,01/29/2021 12:00:00 AM,11:52:14,245DI,DOM VIOL INVEST
PD21032800002197,N Hollywood,1591,03/28/2021 12:00:00 AM,13:53:22,620D,DOM VIOL
PD21021200000916,Hollywood,0646,02/12/2021 12:00:00 AM,07:41:35,242D,DOM VIOL
PD21010900001894,Pacific,1428,01/09/2021 12:00:00 AM,12:48:25,620D,DOM VIOL
PD21052100001244,Topanga,2183,05/21/2021 12:00:00 AM,09:15:40,242DS,DOM VIOL SUSP
PD21021300001352,Pacific,1468,02/13/2021 12:00:00 AM,09:47:50,620D,DOM VIOL
PD21052300001354,77th Street,1203,05/23/2021 12:00:00 AM,09:21:28,620D,DOM VIOL
PD21041600000492,Southeast,1841,04/16/2021 12:00:00 AM,03:33:58,620D,DOM VIOL
PD21060500003289,Topanga,2187,06/05/2021 12:00:00 AM,18:06:03,620DR,DOM VIOL R/O
PD21052900004101,Harbor,0504,05/29/2021 12:00:00 AM,20:13:04,242DI,DOM VIOL INVESTIGATI
PD21020100000942,77th Street,1249,02/01/2021 12:00:00 AM,07:48:54,620D,DOM VIOL
PD21040300000192,Van Nuys,0909,04/03/2021 12:00:00 AM,00:52:41,245DX,DOM VIOL IN PROGRESS
PD21012200000762,Pacific,1483,01/22/2021 12:00:00 AM,06:46:04,245DSN,DOM VIOL SUSP NOW
PD21052500004812,Hollenbeck,0437,05/25/2021 12:00:00 AM,23:10:45,620D,DOM VIOL
PD21012500003740,Olympic,2045,01/25/2021 12:00:00 AM,19:56:18,245D,DOM VIOL
PD21040400001945,Van Nuys,0911,04/04/2021 12:00:00 AM,12:17:20,242PD,POSS DOM VIOL
PD21011200000101,Van Nuys,0946,01/12/2021 12:00:00 AM,00:54:16,620D,DOM VIOL
PD21042800004205,Central,0153,04/28/2021 12:00:00 AM,19:32:33,620D,DOM VIOL
PD21042500001423,Olympic,2015,04/25/2021 12:00:00 AM,09:31:04,245DX,DOM VIOL IN PROGRESS
PD21021600000960,Hollenbeck,0426,02/16/2021 12:00:00 AM,07:40:44,242DS,DOM VIOL SUSP
PD21050600004633,Mission,1944,05/06/2021 12:00:00 AM,20:33:30,620DR,DOM VIOL R/O
PD21020900004097,Newton,1343,02/09/2021 12:00:00 AM,19:25:00,620DR,DOM VIOL R/O
PD21060100003408,Mission,1999,06/01/2021 12:00:00 AM,17:00:02,245D,DOM VIOL
PD21051500003086,Foothill,1605,05/15/2021 12:00:00 AM,16:54:10,242D,DOM VIOL
PD21050200002359,Hollenbeck,0489,05/02/2021 12:00:00 AM,13:54:42,242D,DOM VIOL
PD21051600002884,Southwest,0363,05/16/2021 12:00:00 AM,15:46:19,620D,DOM VIOL
PD21051900000284,Wilshire,0765,05/19/2021 12:00:00 AM,01:33:18,242D,DOM VIOL
PD21052500003989,Rampart,0245,05/25/2021 12:00:00 AM,19:53:32,620D,DOM VIOL
PD21032500003631,77th Street,1255,03/25/2021 12:00:00 AM,20:33:58,245DS,DOM VIOL SUSP
PD21051400004493,West Valley,1024,05/14/2021 12:00:00 AM,20:41:11,620D,DOM VIOL
PD21051100005084,Rampart,0271,05/11/2021 12:00:00 AM,22:11:05,242DX,BATTERY DOMESTIC VIO
PD21012400000850,Rampart,0249,01/24/2021 12:00:00 AM,06:37:01,245DI,DOM VIOL INVEST
PD21032300000156,N Hollywood,1535,03/23/2021 12:00:00 AM,01:10:54,620D,DOM VIOL
PD21012400003957,Hollywood,0668,01/24/2021 12:00:00 AM,20:32:40,242DS,DOM VIOL SUSP
PD21032000002784,Central,0154,03/20/2021 12:00:00 AM,15:41:48,242DS,DOM VIOL SUSP
PD21042500001620,77th Street,1208,04/25/2021 12:00:00 AM,10:50:10,245DS,DOM VIOL SUSP
PD21041200001642,Wilshire,0775,04/12/2021 12:00:00 AM,10:25:23,620D,DOM VIOL
PD21040700002604,77th Street,1205,04/07/2021 12:00:00 AM,13:51:59,620DR,DOM VIOL R/O
PD21021000003205,N Hollywood,1522,02/10/2021 12:00:00 AM,15:25:14,620D,DOM VIOL
PD21021100005219,Hollenbeck,0464,02/11/2021 12:00:00 AM,22:27:40,242D,DOM VIOL
PD21033100003770,Olympic,2039,03/31/2021 12:00:00 AM,18:11:25,620D,DOM VIOL
PD21010900000222,77th Street,1245,01/09/2021 12:00:00 AM,01:10:23,620D,DOM VIOL
PD21030900001182,Topanga,2133,03/09/2021 12:00:00 AM,08:39:38,242D,DOM VIOL
PD21052200004056,Wilshire,0739,05/22/2021 12:00:00 AM,20:04:03,245D,DOM VIOL
PD21010300002197,Hollenbeck,0464,01/03/2021 12:00:00 AM,14:46:21,620D,DOM VIOL
PD21030300001598,Hollywood,0663,03/03/2021 12:00:00 AM,10:39:59,242PD,POSS DOM VIOL
PD21010800002000,Pacific,1477,01/08/2021 12:00:00 AM,13:11:52,620D,DOM VIOL
PD21032200000027,Mission,1952,03/22/2021 12:00:00 AM,00:10:00,620DR,DOM VIOL R/O
PD21060200000442,Van Nuys,0991,06/02/2021 12:00:00 AM,03:07:33,245D,DOM VIOL
PD21030900002615,Central,0192,03/09/2021 12:00:00 AM,12:59:35,242PD,POSS DOM VIOL
PD21051900004039,Devonshire,1754,05/19/2021 12:00:00 AM,18:24:53,242D,DOM VIOL
PD21060200004559,77th Street,1239,06/02/2021 12:00:00 AM,21:14:50,620D,DOM VIOL
PD21052600000496,Van Nuys,0906,05/26/2021 12:00:00 AM,03:19:03,620DR,DOM VIOL R/O
PD21041700000748,Foothill,1663,04/17/2021 12:00:00 AM,04:38:32,620D,DOM VIOL
PD21053000004057,Harbor,0555,05/30/2021 12:00:00 AM,19:46:45,242D,DOM VIOL
PD21032500002905,Devonshire,1767,03/25/2021 12:00:00 AM,17:17:05,620DR,DOM VIOL R/O
PD21022800003805,Topanga,2149,02/28/2021 12:00:00 AM,19:11:38,242DS,DOM VIOL SUSP
PD21052600003430,West Valley,1004,05/26/2021 12:00:00 AM,17:02:35,245DSN,DOM VIOL SUSP NOW
PD21042700002341,Newton,1353,04/27/2021 12:00:00 AM,12:37:56,620D,DOM VIOL
PD21030900005612,West Valley,1039,03/09/2021 12:00:00 AM,23:40:55,620D,DOM VIOL
PD21060200003835,Rampart,0266,06/02/2021 12:00:00 AM,18:37:43,242DS,DOM VIOL SUSP
PD21013000003310,N Hollywood,1504,01/30/2021 12:00:00 AM,17:32:59,245DSN,DOM VIOL SUSP NOW
PD21020400002446,Harbor,0561,02/04/2021 12:00:00 AM,13:00:44,242AD,AMB DOM VIOL
PD21020800004737,77th Street,1242,02/08/2021 12:00:00 AM,22:47:10,620D,DOM VIOL
PD21031200002231,Mission,1967,03/12/2021 12:00:00 AM,13:53:31,620D,DOM VIOL
PD21052400000803,Southeast,1823,05/24/2021 12:00:00 AM,07:05:49,245D,DOM VIOL
PD21010800001987,Newton,1351,01/08/2021 12:00:00 AM,13:04:06,242AD,AMB DOM VIOL
PD21052700000769,Van Nuys,0926,05/27/2021 12:00:00 AM,05:58:13,242D,DOM VIOL
PD21022100002351,Newton,1321,02/21/2021 12:00:00 AM,13:32:43,620DR,DOM VIOL R/O
PD21022100004568,Devonshire,1785,02/21/2021 12:00:00 AM,21:29:25,242D,DOM VIOL
PD21050700002606,Devonshire,1783,05/07/2021 12:00:00 AM,14:47:11,242D,DOM VIOL
PD21031200003301,Northeast,1107,03/12/2021 12:00:00 AM,17:40:50,242D,DOM VIOL
PD21022700000574,Van Nuys,0935,02/27/2021 12:00:00 AM,03:18:09,242D,DOM VIOL
PD21011400003630,Olympic,2041,01/14/2021 12:00:00 AM,19:19:30,620D,DOM VIOL
PD21052700001988,Wilshire,0701,05/27/2021 12:00:00 AM,11:23:48,242D,DOM VIOL
PD21040100000751,Northeast,1174,04/01/2021 12:00:00 AM,06:23:06,620DR,DOM VIOL R/O
PD21031700004230,Northeast,1125,03/17/2021 12:00:00 AM,18:36:08,242D,DOM VIOL
PD21011100001089,Hollenbeck,0449,01/11/2021 12:00:00 AM,08:47:16,245PD,ADW POSS DOM VIOL
PD21050400002422,Mission,1909,05/04/2021 12:00:00 AM,13:11:26,620D,DOM VIOL
PD21052200001984,77th Street,1205,05/22/2021 12:00:00 AM,12:05:02,620D,DOM VIOL
PD21011300004862,Foothill,1621,01/13/2021 12:00:00 AM,23:32:49,620D,DOM VIOL
PD21011900000024,N Hollywood,1513,01/19/2021 12:00:00 AM,00:11:17,620DR,DOM VIOL R/O
PD21013100000160,Pacific,1444,01/31/2021 12:00:00 AM,00:41:28,620D,DOM VIOL
PD21041300003483,Hollywood,0648,04/13/2021 12:00:00 AM,17:09:10,242DS,DOM VIOL SUSP
PD21060400001172,Newton,1385,06/04/2021 12:00:00 AM,08:35:21,242D,DOM VIOL
PD21011000000350,Olympic,2039,01/10/2021 12:00:00 AM,01:36:03,245D,DOM VIOL
PD21011600000299,Newton,1383,01/16/2021 12:00:00 AM,01:23:28,620D,DOM VIOL
PD21042200000105,Harbor,0519,04/22/2021 12:00:00 AM,00:50:13,620D,DOM VIOL
PD21030300002074,Central,0101,03/03/2021 12:00:00 AM,12:32:31,242D,DOM VIOL
PD21050700005023,Newton,1321,05/07/2021 12:00:00 AM,22:23:14,242D,DOM VIOL
PD21031100000108,Harbor,0564,03/11/2021 12:00:00 AM,00:47:11,242D,DOM VIOL
PD21010800001797,Northeast,1148,01/08/2021 12:00:00 AM,12:07:43,620D,DOM VIOL
PD21011800002501,Rampart,0211,01/18/2021 12:00:00 AM,14:39:34,245DS,DOM VIOL SUSP
